611.19,595.17,579.33,563.72,548.42,533.41,518.75,504.5,490.7,477.43,464.72,452.65,441.3,430.67,420.9,411.99,403.91,396.41,390.89,389.36,388.08,384.77,379.22,373.57,367.91,362.23,356.49,350.73,344.91
611.32,595.31,579.5,563.91,548.61,533.62,519,504.77,491,477.76,465.09,453.05,441.73,431.14,421.39,412.51,404.48,396.96,391.47,389.95,388.68,385.39,379.85,374.25,368.6,362.94,357.23,351.48,345.69
611.44,595.46,579.66,564.09,548.8,533.84,519.24,505.04,491.3,478.1,465.46,453.46,442.15,431.61,421.88,413.03,405.05,397.51,392.06,390.54,389.28,386.02,380.49,374.92,369.3,363.65,357.97,352.24,346.47
611.57,595.6,579.83,564.28,549,534.06,519.48,505.32,491.61,478.43,465.83,453.85,442.58,432.06,422.36,413.55,405.63,398.07,392.65,391.14,389.89,386.64,381.13,375.59,370,364.37,358.71,353,347.25
611.69,595.75,580,564.47,549.2,534.28,519.73,505.59,491.92,478.76,466.19,454.25,443.01,432.52,422.84,414.06,406.18,398.64,393.23,391.73,390.48,387.26,381.78,376.27,370.69,365.09,359.46,353.76,348.03
611.82,595.9,580.16,564.66,549.42,534.5,519.98,505.86,492.23,479.09,466.55,454.64,443.42,432.98,423.33,414.56,406.7,399.21,393.82,392.33,391.08,387.88,382.43,376.93,371.39,365.81,360.19,354.52,348.8
611.96,596.04,580.33,564.85,549.64,534.74,520.22,506.14,492.52,479.42,466.91,455.03,443.85,433.42,423.81,415.07,407.24,399.78,394.41,392.93,391.69,388.5,383.07,377.6,372.1,366.53,360.93,355.28,349.59
612.08,596.19,580.5,565.04,549.85,534.98,520.48,506.41,492.82,479.75,467.26,455.42,444.27,433.87,424.29,415.57,407.77,400.35,395,393.53,392.29,389.12,383.72,378.27,372.8,367.26,361.68,356.04,350.37
612.22,596.34,580.67,565.22,550.07,535.22,520.75,506.69,493.11,480.07,467.62,455.81,444.68,434.32,424.77,416.08,408.3,400.91,395.59,394.12,392.89,389.74,384.37,378.95,373.49,367.98,362.43,356.81,351.16
612.35,596.49,580.83,565.41,550.28,535.46,521.01,506.98,493.41,480.4,467.97,456.19,445.1,434.77,425.25,416.58,408.83,401.49,396.17,394.72,393.5,390.36,385.02,379.63,374.19,368.7,363.18,357.59,351.94
612.48,596.63,581,565.6,550.49,535.7,521.28,507.27,493.74,480.73,468.32,456.57,445.51,435.21,425.72,417.09,409.36,402.05,396.76,395.31,394.1,390.97,385.67,380.31,374.9,369.43,363.93,358.36,352.74
612.61,596.78,581.17,565.79,550.71,535.94,521.54,507.57,494.06,481.07,468.69,456.95,445.92,435.65,426.19,417.59,409.9,402.61,397.35,395.9,394.7,391.59,386.32,380.99,375.6,370.17,364.68,359.13,353.54
612.74,596.94,581.33,565.98,550.92,536.18,521.81,507.86,494.38,481.43,469.05,457.34,446.33,436.08,426.66,418.12,410.44,403.17,397.94,396.5,395.31,392.22,386.97,381.67,376.31,370.91,365.44,359.91,354.34
612.87,597.09,581.5,566.18,551.13,536.42,522.07,508.15,494.7,481.78,469.43,457.73,446.73,436.52,427.12,418.63,410.99,403.73,398.53,397.1,395.91,392.83,387.62,382.34,377.02,371.65,366.2,360.69,355.14
613,597.23,581.67,566.37,551.34,536.65,522.34,508.44,495.03,482.13,469.82,458.14,447.18,436.96,427.59,419.13,411.53,404.29,399.11,397.7,396.52,393.46,388.27,383.02,377.74,372.38,366.96,361.48,355.94
613.14,597.38,581.85,566.56,551.56,536.89,522.6,508.74,495.34,482.49,470.2,458.55,447.61,437.41,428.08,419.63,412.07,404.86,399.7,398.3,397.13,394.08,388.92,383.71,378.45,373.12,367.73,362.27,356.75
613.27,597.53,582.02,566.75,551.78,537.13,522.86,509.02,495.66,482.83,470.58,458.96,448.05,437.87,428.56,420.14,412.6,405.42,400.3,398.89,397.73,394.71,389.58,384.4,379.16,373.85,368.49,363.07,357.56
613.41,597.69,582.19,566.94,551.99,537.37,523.13,509.31,495.98,483.18,470.96,459.38,448.49,438.33,429.05,420.65,413.15,405.99,400.89,399.49,398.34,395.34,390.24,385.09,379.88,374.59,369.25,363.85,358.37
613.54,597.84,582.35,567.13,552.2,537.6,523.39,509.6,496.3,483.52,471.33,459.78,448.94,438.81,429.55,421.17,413.69,406.55,401.48,400.09,398.95,395.97,390.9,385.78,380.6,375.34,370.02,364.64,359.19
613.68,597.99,582.52,567.32,552.42,537.84,523.65,509.89,496.62,483.86,471.7,460.18,449.38,439.29,430.05,421.68,414.22,407.11,402.07,400.7,399.55,396.59,391.56,386.47,381.32,376.09,370.8,365.45,360.01
613.83,598.15,582.69,567.51,552.63,538.08,523.92,510.19,496.93,484.2,472.07,460.58,449.81,439.76,430.54,422.2,414.75,407.68,402.67,401.3,400.15,397.22,392.23,387.17,382.05,376.84,371.59,366.25,360.84
