-42.875,-41.789,-40.729,-39.665,-38.592,-37.529,-36.459,-35.405,-34.341,-33.278,-32.217,-31.151,-30.095,-29.035,-27.974,-26.909,-25.85,-24.684,-23.687,-23.354,-23.098,-22.465,-21.411,-20.346,-19.299,-18.24,-17.191,-16.133,-15.075
-43.048,-41.967,-40.905,-39.836,-38.769,-37.703,-36.633,-35.578,-34.511,-33.448,-32.386,-31.321,-30.262,-29.202,-28.141,-27.074,-26.015,-24.849,-23.85,-23.523,-23.263,-22.628,-21.574,-20.509,-19.46,-18.4,-17.351,-16.291,-15.233
-43.22,-42.145,-41.081,-40.007,-38.945,-37.877,-36.807,-35.75,-34.682,-33.618,-32.554,-31.492,-30.429,-29.368,-28.308,-27.239,-26.18,-25.014,-24.014,-23.691,-23.428,-22.792,-21.737,-20.672,-19.622,-18.56,-17.511,-16.449,-15.392
-43.393,-42.323,-41.257,-40.184,-39.121,-38.051,-36.981,-35.922,-34.854,-33.789,-32.723,-31.661,-30.596,-29.535,-28.474,-27.404,-26.347,-25.179,-24.177,-23.859,-23.593,-22.955,-21.9,-20.836,-19.783,-18.72,-17.671,-16.609,-15.55
-43.571,-42.502,-41.435,-40.362,-39.297,-38.226,-37.156,-36.096,-35.026,-33.959,-32.892,-31.83,-30.764,-29.702,-28.641,-27.574,-26.513,-25.347,-24.34,-24.025,-23.758,-23.118,-22.062,-21,-19.945,-18.886,-17.831,-16.769,-15.713
-43.757,-42.683,-41.613,-40.539,-39.474,-38.402,-37.333,-36.27,-35.198,-34.131,-33.063,-32.002,-30.933,-29.871,-28.81,-27.746,-26.683,-25.515,-24.503,-24.189,-23.927,-23.285,-22.223,-21.166,-20.108,-19.053,-17.991,-16.93,-15.876
-43.938,-42.867,-41.791,-40.715,-39.65,-38.58,-37.512,-36.443,-35.371,-34.309,-33.237,-32.175,-31.108,-30.04,-28.982,-27.918,-26.853,-25.68,-24.67,-24.354,-24.094,-23.453,-22.392,-21.333,-20.273,-19.213,-18.152,-17.093,-16.035
-44.117,-43.048,-41.97,-40.899,-39.828,-38.759,-37.692,-36.615,-35.551,-34.485,-33.414,-32.348,-31.283,-30.214,-29.155,-28.089,-27.023,-25.847,-24.84,-24.524,-24.257,-23.621,-22.56,-21.499,-20.439,-19.373,-18.316,-17.257,-16.193
-44.3,-43.228,-42.153,-41.082,-40.009,-38.94,-37.871,-36.794,-35.73,-34.657,-33.592,-32.52,-31.457,-30.388,-29.328,-28.261,-27.193,-26.024,-25.01,-24.693,-24.422,-23.79,-22.728,-21.666,-20.605,-19.543,-18.481,-17.422,-16.36
-44.486,-43.411,-42.337,-41.264,-40.192,-39.122,-38.052,-36.973,-35.907,-34.834,-33.769,-32.7,-31.631,-30.561,-29.502,-28.433,-27.365,-26.199,-25.18,-24.861,-24.597,-23.958,-22.896,-21.834,-20.772,-19.714,-18.646,-17.587,-16.53
-44.676,-43.596,-42.521,-41.448,-40.375,-39.303,-38.234,-37.155,-36.085,-35.019,-33.947,-32.88,-31.806,-30.737,-29.676,-28.606,-27.537,-26.369,-25.353,-25.032,-24.771,-24.126,-23.069,-22.003,-20.938,-19.88,-18.811,-17.751,-16.694
-44.867,-43.787,-42.706,-41.637,-40.561,-39.485,-38.414,-37.337,-36.265,-35.2,-34.124,-33.058,-31.983,-30.918,-29.849,-28.78,-27.711,-26.541,-25.528,-25.207,-24.939,-24.299,-23.242,-22.175,-21.108,-20.044,-18.981,-17.918,-16.857
-45.053,-43.978,-42.895,-41.823,-40.748,-39.671,-38.593,-37.522,-36.446,-35.378,-34.305,-33.236,-32.165,-31.097,-30.023,-28.958,-27.884,-26.718,-25.702,-25.382,-25.108,-24.474,-23.41,-22.346,-21.281,-20.214,-19.15,-18.088,-17.025
-45.24,-44.167,-43.085,-42.007,-40.936,-39.857,-38.78,-37.707,-36.631,-35.558,-34.488,-33.416,-32.348,-31.272,-30.201,-29.137,-28.061,-26.893,-25.877,-25.559,-25.285,-24.649,-23.579,-22.519,-21.453,-20.386,-19.322,-18.257,-17.194
-45.431,-44.357,-43.276,-42.194,-41.125,-40.044,-38.967,-37.891,-36.816,-35.741,-34.671,-33.597,-32.529,-31.45,-30.382,-29.315,-28.238,-27.065,-26.053,-25.736,-25.462,-24.823,-23.753,-22.692,-21.625,-20.557,-19.493,-18.427,-17.364
-45.625,-44.548,-43.466,-42.383,-41.312,-40.231,-39.154,-38.076,-37.001,-35.925,-34.854,-33.78,-32.709,-31.631,-30.561,-29.494,-28.417,-27.24,-26.23,-25.913,-25.639,-24.998,-23.928,-22.866,-21.797,-20.728,-19.662,-18.598,-17.534
-45.821,-44.739,-43.655,-42.576,-41.499,-40.418,-39.342,-38.261,-37.188,-36.11,-35.036,-33.963,-32.89,-31.814,-30.74,-29.673,-28.597,-27.421,-26.407,-26.089,-25.816,-25.173,-24.108,-23.039,-21.97,-20.904,-19.832,-18.772,-17.706
-46.016,-44.93,-43.85,-42.771,-41.688,-40.606,-39.535,-38.449,-37.378,-36.299,-35.219,-34.145,-33.073,-32,-30.924,-29.852,-28.78,-27.602,-26.584,-26.264,-25.996,-25.353,-24.288,-23.214,-22.145,-21.082,-20.01,-18.946,-17.88
