11867,11530,11185,10850,10504,10240,9962.2,9684.3,9406.5,9114.8,8833.5,8564,8287.3,8009.8,7733.2,7441.3,7162,6869.8,6604.3,6517.1,6296,5974.7,5698.7,5422.6,5136.5,4860.8,4585,4308.2,4018.8
11936,11600,11255,10920,10573,10295,10017,9739.2,9461.4,9176.5,8895.2,8618.3,8341.6,8064.1,7786.9,7502.4,7222.5,6923.5,6658,6570.2,6349.2,6028.4,5751.9,5475.8,5189.7,4913.4,4637.6,4361.4,4077.9
12007,11670,11324,10989,10643,10350,10072,9794.1,9516.3,9238.3,8957,8675.7,8395.9,8118.4,7840.8,7563.5,7282.9,6977.2,6711.7,6623.4,6402.3,6082,5805,5528.9,5244.3,4966,4690.2,4414.4,4137.1
12084,11740,11394,11058,10712,10406,10127,9849,9571.2,9292.8,9015.3,8737.4,8456.5,8172.4,7895.1,7618,7340.7,7030.9,6765.4,6681.5,6457.6,6135.1,5858.2,5582.1,5303.5,5023.9,4744.5,4467,4191.1
12155,11809,11463,11127,10781,10468,10186,9904.4,9625.5,9347.4,9069.5,8792,8514.5,8226.1,7948.9,7671.7,7394.4,7084.7,6821.5,6740.6,6518,6193.1,5912.9,5635.2,5358.3,5082.2,4804.3,4519.6,4243.7
12225,11879,11538,11196,10850,10526,10247,9966.1,9683.8,9402.5,9124.4,8846.3,8568.8,8286.7,8005.7,7725.4,7448.2,7140.7,6882,6794.3,6572.6,6251.6,5973.3,5693.2,5411.4,5135.3,4858.8,4573.8,4296.3
12294,11948,11612,11265,10924,10584,10302,10024,9745,9464.3,9182.6,8900.7,8623.1,8344.7,8066.8,7785.9,7504.9,7201.1,6936.1,6848.1,6625.9,6305.3,6028.5,5751.5,5464.6,5188.1,4911.5,4633.6,4353.8
12364,12020,11681,11335,10998,10652,10357,10079,9799.9,9522,9243.3,8962.4,8680.8,8399,8121.5,7843.9,7566,7255.8,6989.4,6903.2,6679.6,6363.4,6081.6,5804.7,5522.5,5242.2,4964.7,4688.2,4411.5
12436,12096,11750,11406,11068,10722,10414,10133,9859.1,9577.8,9298.2,9020.1,8741.7,8460.6,8179,7898.2,7620.2,7312.2,7043.1,6963.7,6738.8,6421.9,6134.8,5857.9,5580.9,5302,5022.1,4742.1,4464.1
12512,12166,11823,11482,11137,10793,10476,10194,9919.6,9639.5,9357.2,9075,8796.6,8518.4,8240.1,7958.5,7677.2,7373.3,7103.3,7019.2,6797.1,6475.6,6193.2,5912.4,5634.1,5357.1,5080.2,4801.3,4521.3
12582,12239,11899,11552,11208,10868,10533,10254,9974.5,9696.3,9417.9,9136.7,8855,8573.1,8294.4,8016,7738.2,7427.8,7161.4,7074.5,6850.8,6529.3,6251.9,5972.2,5691.9,5411.5,5133.3,4856.4,4579.4
12651,12315,11968,11624,11284,10939,10594,10309,10034,9752,9472.2,9193.8,8915.4,8634.2,8352.2,8070.3,7792.7,7484.5,7215.2,7135,6910.1,6584.7,6305.1,6027.7,5750.5,5471.3,5191,4910.6,4632.6
12722,12384,12040,11700,11354,11010,10670,10369,10094,9813.8,9531.5,9249.2,8969.7,8691.3,8412.9,8131.4,7850.1,7545.6,7275,7190.8,6968.2,6645.1,6363.5,6082.9,5804.2,5526.6,5249.6,4969.8,4689.8
12799,12453,12116,11770,11426,11086,10739,10431,10149,9870.5,9591.8,9311,9028.7,8746.3,8467.2,8188.9,7910.5,7599.8,7332.8,7246.8,7022,6705.5,6423.9,6143.3,5862.2,5580.9,5302.8,5025,4748
12870,12524,12185,11843,11502,11155,10811,10493,10210,9927.3,9646.7,9367.6,9089.2,8807.4,8525.5,8243.5,7964.8,7656.8,7387.1,7307.2,7081.9,6764.2,6484.4,6203.3,5922.1,5640.7,5360.4,5079.2,4801.2
12941,12600,12259,11917,11571,11227,10887,10549,10270,9989,9706.7,9423.5,9143.5,8864.6,8585.8,8304.6,8022.7,7717.9,7447.2,7367.7,7142.8,6817.9,6539.8,6261.7,5982.6,5701,5420.2,5139,4858.6
13018,12677,12334,11987,11644,11303,10956,10612,10325,10045,9768.3,9485.2,9202.9,8920.6,8640.1,8361.7,8083.8,7771.8,7508,7426.3,7203.2,6876.8,6595.2,6315.4,6037.8,5760,5480,5198.7,4918.4
13094,12751,12404,12061,11719,11372,11028,10688,10386,10103,9829.4,9547,9264.5,8981.6,8699.2,8416.8,8144.9,7829.1,7569.1,7480.6,7257.7,6937.3,6655.7,6374.1,6092.5,5813.2,5535.4,5257.6,4978.2
13167,12819,12478,12137,11788,11445,11104,10756,10448,10164,9885.3,9606.5,9325.6,9042.7,8760.8,8477.9,8201.9,7890.1,7622.9,7539.9,7314.3,6997.7,6716.1,6434.5,6152.9,5871.3,5589.7,5310.7,5033.8
13236,12894,12553,12212,11862,11521,11180,10829,10509,10226,9942.8,9660.8,9382,9102.4,8821.9,8539,8257,7951.2,7680.3,7600.6,7375.4,7052.8,6774.7,6494.9,6213.3,5931.6,5650.1,5368.5,5087.8
13312,12971,12630,12283,11937,11597,11252,10905,10571,10288,10004,9721.2,9438.8,9157.3,8882.9,8600,8318.1,8012.3,7741.3,7661.7,7435.9,7108.8,6828.4,6550.3,6272.1,5991.4,5710.1,5428.9,5147.6
13388,13047,12700,12355,12013,11667,11321,10981,10640,10350,10066,9783,9499.8,9216.9,8942.5,8661.1,8378.8,8073,7802.4,7716.9,7493.7,7169.8,6887.4,6605.8,6325.3,6047,5770,5488.7,5207.4
13464,13123,12772,12430,12089,11738,11397,11056,10715,10404,10128,9844.7,9561.5,9278.2,8996.8,8717.5,8439.3,8126.7,7863.1,7773.6,7547.9,7230.4,6947.8,6666.2,6383.7,6102.1,5830.5,5548.5,5267.2
13541,13196,12847,12506,12163,11814,11472,11132,10784,10462,10189,9905.9,9623,9340,9056.7,8773.4,8500.4,8184.6,7923.6,7834,7608.1,7290.8,7008.3,6726.7,6444.1,6162.5,5886,5607.4,5327
13617,13265,12924,12582,12231,11890,11548,11207,10856,10524,10244,9967.2,9684.1,9401.1,9118.2,8835.2,8556.9,8245.7,7984.7,7895,7668.9,7351.2,7069.2,6787.1,6504.5,6222.5,5940.4,5661.2,5382.7
13693,13341,12999,12658,12306,11965,11623,11278,10932,10593,10302,10029,9745.7,9462.2,9179.3,8896.4,8612.7,8306.7,8041.8,7956.1,7730,7412.2,7130.1,6847.5,6565,6282.4,6000.8,5718.8,5436.7
13769,13417,13075,12734,12382,12041,11699,11348,11006,10666,10364,10083,9807.2,9523.3,9240.4,8957.5,8674.4,8367.8,8096.9,8017.2,7790.4,7470.5,7190.5,6908,6625.4,6342.9,6061.3,5778.7,5497.1
